seed;p;dMax;availables;plain;jump;gain;contour;plateau;qEst;qHat;sHat;pHit;fromzero;fzSAG;fzPur;randomly;rdSAG;rdPur;cleverly;clSAG;clPur;greedyIG;grSAG;grPur;bForceIG;bfSAG;bfPur
 311;5;   7;     15680; skew;   6;   3;      4;      3;   0;   0;7267;46.3;    6937;    0;  imp;    4022;    0;  imp;    7267;    0; pure;    6085;    1; pure;       ?;    ?;    ?
 312;5;   4;       960; skew;   3;   1;      3;      5;   1;   1; 379;39.5;     239;    1;  imp;     203;    1;  imp;     379;    1; pure;     349;    1;  imp;       ?;    ?;    ?
 313;2;   8;        64;plain;  11;   0;      2;      2;   0;   0;  49;76.6;      49;    0; pure;      49;    0; pure;      49;    0; pure;      49;    0; pure;       ?;    ?;    ?
 317;5;   7;        92; skew;   2;   5;      2;      1;   0;   0;  50;54.3;      59;    0;  imp;      60;    0;  imp;      60;    0;  imp;      62;    0;  imp;       ?;    ?;    ?
 318;6;   5;     15625;plain;  11;   0;      6;      6;   1;   1;6144;39.3;    4096;    0; pure;    2394;    1;  imp;    6144;    1; pure;    6144;    1; pure;       ?;    ?;    ?
 319;4;   6;       996; skew;   5;   3;      4;      2;   0;   0; 498;50.0;     337;    1;  imp;     206;    1;  imp;     498;    0; pure;     361;    1;  imp;       ?;    ?;    ?
 320;3;   8;       312; skew;   6;   1;      1;      2;   0;   0; 210;67.3;     210;    0; pure;     183;    0;  imp;     210;    0; pure;     210;    0; pure;       ?;    ?;    ?
 321;6;   5;      3628; skew;   2;   1;      6;      2;   1;   1;1411;38.9;     784;    2;  imp;     879;    1;  imp;    1411;    1; pure;    1239;    1;  imp;       ?;    ?;    ?
 322;2;   9;        81;plain;  11;   0;      2;      2;   0;   0;  64;79.0;      64;    0; pure;      57;    0;  imp;      64;    0; pure;      64;    0; pure;       ?;    ?;    ?
 323;5;   6;      1320; skew;   3;   4;      2;      5;   1;   0; 575;43.6;     500;    0;  imp;     479;    0;  imp;     593;    0;  imp;     578;    0;  imp;       ?;    ?;    ?
 325;3;   5;        42; skew;   3;   3;      2;      3;   0;   0;  20;47.6;      21;    1;  imp;      19;    1;  imp;      26;    0;  imp;      26;    0;  imp;      26;    0;  imp
 326;4;   9;       152; skew;   2;   0;      1;      4;   0;   0;  80;52.6;     104;    0;  imp;     100;    0;  imp;     107;    0;  imp;     106;    0;  imp;       ?;    ?;    ?
 329;5;   5;      3125;plain;  11;   0;      5;      5;   1;   1;1280;41.0;    1024;    0; pure;     606;    0;  imp;    1280;    1; pure;    1280;    1; pure;       ?;    ?;    ?
 331;4;   4;        68; skew;   1;   0;      4;      4;   1;   1;  28;41.2;      24;    2;  imp;      17;    1;  imp;      28;    1; pure;      30;    1;  imp;       ?;    ?;    ?
 334;2;   9;        16; skew;   1;   0;      2;      1;   0;   0;  13;81.3;      13;    0;  imp;      13;    0;  imp;      13;    0; pure;      13;    0;  imp;      13;    0;  imp
 335;6;   4;      2194; skew;   2;   1;      4;      6;   1;   1; 754;34.4;     717;    1;  imp;     366;    1;  imp;     754;    1; pure;     598;    2;  imp;       ?;    ?;    ?
 336;6;   3;       690; skew;   2;   0;      4;      6;   2;   2; 225;32.6;     161;    2;  imp;      97;    2;  imp;     225;    2; pure;     225;    2; pure;       ?;    ?;    ?
 341;6;   5;       654; skew;   1;   1;      4;      5;   1;   0; 269;41.1;     308;    0;  imp;     312;    0;  imp;     290;    0;  imp;     306;    0;  imp;       ?;    ?;    ?
 343;5;   6;      2874; skew;   5;   4;      5;      1;   1;   0;1224;42.6;    1159;    0;  imp;     941;    0;  imp;    1234;    0;  imp;    1177;    1;  imp;       ?;    ?;    ?
 344;5;   8;      3832; skew;   3;   4;      2;      4;   0;   0;1749;45.6;    1465;    1;  imp;    1394;    1;  imp;    1857;    0;  imp;    1649;    1;  imp;       ?;    ?;    ?
 346;3;   9;        34; skew;   6;   7;      3;      2;   0;   0;  19;55.9;      13;    0;  imp;      16;    0;  imp;      19;    0; pure;      19;    0;  imp;      19;    0;  imp
 355;5;   3;       210; skew;   2;   0;      3;      3;   2;   1;  71;33.8;      38;    1;  imp;      54;    1;  imp;      71;    1; pure;      64;    2;  imp;       ?;    ?;    ?
 356;5;   7;       421; skew;   1;   0;      5;      5;   0;   0; 286;67.9;     296;    0;  imp;     271;    0;  imp;     290;    0;  imp;     296;    0;  imp;       ?;    ?;    ?
 358;4;   6;       112; skew;   4;   5;      2;      4;   0;   0;  60;53.6;      55;    0;  imp;      55;    0;  imp;      72;    0;  imp;      75;    0;  imp;       ?;    ?;    ?
 361;4;   9;      3700; skew;   5;   3;      3;      2;   0;   0;2388;64.5;    2383;    0;  imp;    1699;    0;  imp;    2388;    0; pure;    1860;    0;  imp;       ?;    ?;    ?
 363;3;   3;        14; skew;   1;   1;      3;      3;   1;   1;   6;42.9;       6;    0;  imp;       6;    1; pure;       6;    1; pure;       6;    1;  imp;       6;    0;  imp
 366;2;   6;        24; skew;   3;   0;      1;      1;   0;   0;  17;70.8;      17;    0; pure;      14;    0;  imp;      17;    0; pure;      17;    0; pure;      17;    0; pure
 367;6;   3;       729;plain;  11;   0;      6;      6;   2;   2; 240;32.9;      64;    0; pure;      78;    1;  imp;     240;    2; pure;     240;    2; pure;       ?;    ?;    ?
 369;3;   4;        64;plain;  11;   0;      3;      3;   1;   1;  27;42.2;      27;    0; pure;      23;    0;  imp;      27;    1; pure;      27;    1; pure;       ?;    ?;    ?
 372;2;   7;        49;plain;  11;   0;      2;      2;   0;   0;  36;73.5;      36;    0; pure;      31;    0;  imp;      36;    0; pure;      36;    0; pure;      36;    0; pure
 373;5;   4;       610; skew;   2;   0;      5;      3;   1;   1; 226;37.0;     167;    1;  imp;     118;    1;  imp;     226;    1; pure;     170;    2;  imp;       ?;    ?;    ?
 377;2;   4;        16;plain;  11;   0;      2;      2;   0;   0;   9;56.3;       6;    1; pure;       6;    1; pure;       9;    0; pure;       9;    0; pure;       9;    0; pure
 378;3;   6;       100; skew;   2;   0;      3;      3;   0;   0;  65;65.0;      39;    1;  imp;      41;    0;  imp;      65;    0; pure;      65;    0;  imp;       ?;    ?;    ?
 382;5;   6;       172; skew;   2;   4;      4;      1;   1;   0;  69;40.1;     103;    0;  imp;     101;    1;  imp;     105;    0;  imp;     109;    0;  imp;       ?;    ?;    ?
 383;3;   3;        27;plain;  11;   0;      3;      3;   1;   1;  12;44.4;       6;    2; pure;       6;    2; pure;      12;    1; pure;      12;    1; pure;      12;    1; pure
 384;5;   6;      7776;plain;  11;   0;      5;      5;   1;   1;3125;40.2;    1250;    2; pure;     999;    2;  imp;    3125;    1; pure;    3125;    1; pure;       ?;    ?;    ?
 385;3;   3;        27;plain;  11;   0;      3;      3;   1;   1;  12;44.4;      12;    1; pure;       9;    1;  imp;      12;    1; pure;      12;    1; pure;      12;    1; pure
 386;4;   7;      2401;plain;  11;   0;      4;      4;   0;   0;1296;54.0;    1296;    0; pure;     727;    0;  imp;    1296;    0; pure;     864;    1; pure;       ?;    ?;    ?
 387;2;   9;        12; skew;   8;   6;      1;      1;   0;   0;   9;75.0;       8;    0;  imp;       8;    0;  imp;       9;    0; pure;       9;    0; pure;       9;    0; pure
 388;2;   6;        12; skew;   5;   3;      2;      1;   0;   0;   9;75.0;       8;    0;  imp;       9;    0; pure;       9;    0; pure;       9;    0; pure;       9;    0; pure
 390;6;   5;     10474; skew;   3;   2;      6;      5;   1;   1;4033;38.5;    2777;    1;  imp;    2224;    1;  imp;    4033;    1; pure;    2657;    2;  imp;       ?;    ?;    ?
 391;4;   9;      6264; skew;   8;   1;      2;      3;   0;   0;3906;62.4;    1776;    1;  imp;    1610;    0;  imp;    3906;    0; pure;    2892;    0;  imp;       ?;    ?;    ?
 392;4;   5;       625;plain;  11;   0;      4;      4;   1;   1; 256;41.0;     256;    1; pure;     200;    1;  imp;     256;    1; pure;     256;    1; pure;       ?;    ?;    ?
 394;3;   5;        96; skew;   4;   2;      2;      3;   0;   0;  48;50.0;      35;    1;  imp;      36;    1;  imp;      48;    0; pure;      43;    0;  imp;       ?;    ?;    ?
 396;6;   5;      1054; skew;   2;   0;      4;      1;   1;   1; 317;30.1;     440;    0;  imp;     371;    0;  imp;     395;    1;  imp;     446;    1;  imp;       ?;    ?;    ?
 398;5;   4;       324; skew;   3;   1;      4;      1;   1;   1; 124;38.3;      99;    0;  imp;      91;    0;  imp;     124;    1; pure;     117;    1;  imp;       ?;    ?;    ?
 399;2;   8;        64;plain;  11;   0;      2;      2;   0;   0;  49;76.6;      49;    0; pure;      49;    0; pure;      49;    0; pure;      49;    0; pure;       ?;    ?;    ?
 400;3;   6;       210; skew;   5;   1;      2;      2;   0;   0; 122;58.1;      67;    1;  imp;      60;    1;  imp;     122;    0; pure;     119;    0;  imp;       ?;    ?;    ?
 401;6;   3;        96; skew;   2;   1;      4;      1;   2;   1;  23;24.0;      14;    3;  imp;      14;    3;  imp;      26;    1;  imp;      30;    2;  imp;       ?;    ?;    ?
 403;5;   4;        12; skew;   1;   3;      2;      5;   1;   1;   4;33.3;       7;    1;  imp;       7;    1;  imp;       7;    1;  imp;       7;    0;  imp;       7;    0;  imp
 404;5;   6;       288; skew;   4;   5;      1;      2;   1;   1; 109;37.8;     144;    1;  imp;     162;    1;  imp;     168;    1;  imp;     168;    1;  imp;       ?;    ?;    ?
 409;4;   3;        38; skew;   1;   1;      4;      3;   1;   1;  16;42.1;      10;    0;  imp;      10;    2;  imp;      16;    1; pure;      16;    1; pure;      16;    1; pure
 412;3;   6;        76; skew;   3;   0;      1;      1;   0;   0;  39;51.3;      37;    0;  imp;      37;    0;  imp;      39;    0; pure;      38;    0;  imp;       ?;    ?;    ?
 414;2;   7;        40; skew;   5;   1;      2;      1;   0;   0;  29;72.5;      23;    0;  imp;      23;    0;  imp;      29;    0; pure;      29;    0; pure;      29;    0; pure
 415;6;   9;      7808; skew;   2;   3;      2;      4;   0;   0;3476;44.5;    3187;    0;  imp;    3195;    0;  imp;    3927;    0;  imp;    3962;    0;  imp;       ?;    ?;    ?
 416;5;   3;        12; skew;   1;   1;      3;      1;   2;   0;   4;33.3;       7;    0;  imp;       7;    0;  imp;       7;    0;  imp;       7;    0;  imp;       7;    0;  imp
 418;4;   4;       256;plain;  11;   0;      4;      4;   1;   1; 108;42.2;      81;    0; pure;      67;    0;  imp;     108;    1; pure;     108;    1; pure;       ?;    ?;    ?
 421;5;   7;     16807;plain;  11;   0;      5;      5;   0;   0;7776;46.3;    6480;    1; pure;    3942;    1;  imp;    7776;    0; pure;    6480;    1; pure;       ?;    ?;    ?
 427;6;   6;       180; skew;   3;   5;      1;      1;   1;   0;  63;35.0;     134;    0;  imp;     131;    0;  imp;     147;    0;  imp;     150;    0;  imp;       ?;    ?;    ?
 429;3;   7;       343;plain;  11;   0;      3;      3;   0;   0; 216;63.0;     216;    0; pure;     102;    0;  imp;     216;    0; pure;     216;    0; pure;       ?;    ?;    ?
 430;4;   4;        60; skew;   2;   2;      3;      1;   1;   1;  22;36.7;      24;    0;  imp;      24;    0;  imp;      29;    1;  imp;      29;    1;  imp;      29;    1;  imp
 431;2;   6;        18; skew;   2;   1;      1;      2;   0;   0;  11;61.1;      11;    0;  imp;      11;    0;  imp;      11;    0; pure;      11;    0;  imp;      11;    0;  imp
 432;2;   5;        25;plain;  11;   0;      2;      2;   0;   0;  16;64.0;       8;    1; pure;       8;    1; pure;      16;    0; pure;      16;    0; pure;      16;    0; pure
 436;4;   5;        34; skew;   1;   2;      3;      4;   1;   0;  17;50.0;      24;    0;  imp;      22;    0;  imp;      24;    0;  imp;      24;    0;  imp;      24;    0;  imp
 441;4;   7;       624; skew;   5;   4;      1;      3;   0;   0; 354;56.7;     276;    0;  imp;     273;    0;  imp;     354;    0; pure;     325;    0;  imp;       ?;    ?;    ?
 442;5;   4;       144; skew;   2;   0;      2;      1;   1;   1;  57;39.6;      58;    1;  imp;      54;    1;  imp;      63;    1;  imp;      66;    1;  imp;       ?;    ?;    ?
 446;2;   4;        12; skew;   3;   1;      2;      1;   0;   0;   7;58.3;       6;    0;  imp;       6;    0;  imp;       7;    0; pure;       7;    0; pure;       7;    0; pure
 450;3;   8;       426; skew;   5;   0;      3;      3;   0;   0; 269;63.1;     269;    0; pure;     207;    0;  imp;     269;    0; pure;     259;    0;  imp;       ?;    ?;    ?
 457;6;   4;       288; skew;   1;   1;      3;      5;   1;   1; 104;36.1;      79;    1;  imp;      78;    1;  imp;     127;    1;  imp;     124;    1;  imp;       ?;    ?;    ?
 461;3;   4;        64;plain;  11;   0;      3;      3;   1;   1;  27;42.2;      27;    0; pure;      18;    1;  imp;      27;    1; pure;      27;    1; pure;       ?;    ?;    ?
 462;4;   8;      4096;plain;  11;   0;      4;      4;   0;   0;2401;58.6;    2401;    0; pure;    1417;    0;  imp;    2401;    0; pure;    1372;    1; pure;       ?;    ?;    ?
 463;2;   5;        20; skew;   4;   1;      2;      2;   0;   0;  13;65.0;      11;    0;  imp;       9;    0;  imp;      13;    0; pure;      13;    0; pure;      13;    0; pure
 465;5;   7;      6874; skew;   5;   5;      3;      2;   0;   0;3380;49.2;    2117;    1;  imp;    1872;    1;  imp;    3521;    0;  imp;    2643;    1;  imp;       ?;    ?;    ?
 468;4;   3;        38; skew;   1;   1;      4;      4;   1;   1;  17;44.7;      13;    1;  imp;      14;    1;  imp;      17;    1; pure;      16;    1;  imp;      17;    1; pure
 471;6;   6;        30; skew;   1;   4;      3;      4;   1;   1;  11;36.7;      19;    1;  imp;      19;    1;  imp;      20;    1;  imp;      20;    0;  imp;      20;    0;  imp
 472;6;   3;       729;plain;  11;   0;      6;      6;   2;   2; 240;32.9;     192;    1; pure;     124;    1;  imp;     240;    2; pure;     240;    2; pure;       ?;    ?;    ?
 474;5;   9;      9432; skew;   6;   7;      2;      5;   0;   0;5209;55.2;    3739;    1;  imp;    3421;    0;  imp;    5833;    0;  imp;    5074;    0;  imp;       ?;    ?;    ?
 475;3;   6;       188; skew;   4;   1;      2;      2;   0;   0; 112;59.6;      55;    1;  imp;      37;    1;  imp;     112;    0; pure;     101;    0;  imp;       ?;    ?;    ?
 479;5;   5;      3125;plain;  11;   0;      5;      5;   1;   1;1280;41.0;    1024;    0; pure;     657;    1;  imp;    1280;    1; pure;    1280;    1; pure;       ?;    ?;    ?
 480;4;   7;      1026; skew;   6;   5;      4;      2;   0;   0; 477;46.5;     266;    1;  imp;     267;    1;  imp;     519;    0;  imp;     477;    1;  imp;       ?;    ?;    ?
 482;3;   8;        64; skew;   2;   2;      1;      1;   0;   0;  47;73.4;      36;    0;  imp;      37;    0;  imp;      48;    0;  imp;      48;    0;  imp;       ?;    ?;    ?
 485;4;   4;       108; skew;   3;   0;      3;      1;   1;   1;  42;38.9;      35;    1;  imp;      40;    0;  imp;      43;    1;  imp;      45;    1;  imp;       ?;    ?;    ?
 486;5;   8;      2432; skew;   3;   4;      5;      1;   0;   0;1312;53.9;    1321;    0;  imp;    1190;    0;  imp;    1373;    0;  imp;    1368;    0;  imp;       ?;    ?;    ?
 488;3;   7;       218; skew;   5;   2;      2;      1;   0;   0; 135;61.9;      88;    0;  imp;      77;    0;  imp;     135;    0; pure;     135;    0; pure;       ?;    ?;    ?
 491;5;   3;       243;plain;  11;   0;      5;      5;   2;   2;  80;32.9;      40;    3; pure;      48;    2;  imp;      80;    2; pure;      80;    2; pure;       ?;    ?;    ?
 494;4;   5;       625;plain;  11;   0;      4;      4;   1;   1; 256;41.0;     256;    1; pure;     200;    1;  imp;     256;    1; pure;     256;    1; pure;       ?;    ?;    ?
 497;5;   4;       560; skew;   3;   3;      3;      5;   1;   1; 213;38.0;     142;    1;  imp;     128;    1;  imp;     217;    1;  imp;     181;    1;  imp;       ?;    ?;    ?
 500;4;   7;       624; skew;   5;   4;      1;      4;   0;   0; 334;53.5;     237;    1;  imp;     244;    0;  imp;     334;    0; pure;     314;    0;  imp;       ?;    ?;    ?
 502;2;   8;        24; skew;   5;   3;      2;      1;   0;   0;  19;79.2;      19;    0; pure;      18;    0;  imp;      19;    0; pure;      19;    0; pure;      19;    0; pure
 505;3;   4;        22; skew;   1;   1;      3;      2;   1;   0;  12;54.5;      12;    0; pure;      11;    0;  imp;      12;    0; pure;      12;    0;  imp;      12;    0;  imp
 506;5;   8;      6240; skew;   7;   5;      1;      3;   0;   0;3305;53.0;    2594;    0;  imp;    2212;    0;  imp;    3305;    0; pure;    2687;    0;  imp;       ?;    ?;    ?
 507;2;   5;        18; skew;   3;   1;      1;      1;   0;   0;  11;61.1;      11;    0; pure;       9;    0;  imp;      11;    0; pure;      11;    0; pure;      11;    0; pure
 509;5;   4;      1024;plain;  11;   0;      5;      5;   1;   1; 405;39.6;      90;    3; pure;     149;    2;  imp;     405;    1; pure;     405;    1; pure;       ?;    ?;    ?
 513;4;   6;      1296;plain;  11;   0;      4;      4;   0;   0; 625;48.2;     500;    1; pure;     293;    1;  imp;     625;    0; pure;     500;    1; pure;       ?;    ?;    ?
