seed;p;dMax;availables;plain;jump;gain;contour;plateau;qEst;qHat;sHat;pHit;fromzero;fzSAG;fzPur;randomly;rdSAG;rdPur;cleverly;clSAG;clPur;greedyIG;grSAG;grPur;bForceIG;bfSAG;bfPur
2903;6;   4;      3894; skew;   3;   2;      5;      4;   1;   1;1383;35.5;     386;    3;  imp;     380;    3;  imp;    1383;    1; pure;    1114;    2;  imp;       ?;    ?;    ?
2909;6;   3;       729;plain;  11;   0;      6;      6;   2;   2; 240;32.9;     192;    1; pure;     125;    1;  imp;     240;    2; pure;     240;    2; pure;       ?;    ?;    ?
2914;3;   4;        22; skew;   1;   1;      3;      2;   1;   1;   9;40.9;       9;    0;  imp;       7;    1;  imp;      10;    1;  imp;      10;    1;  imp;      10;    1;  imp
2916;6;   5;     15625;plain;  11;   0;      6;      6;   1;   1;6144;39.3;    6144;    1; pure;    3685;    1;  imp;    6144;    1; pure;    6144;    1; pure;       ?;    ?;    ?
2917;4;   9;       770; skew;   8;   8;      3;      3;   0;   1; 319;41.4;      47;    2;  imp;      46;    2;  imp;     403;    1;  imp;     519;    1;  imp;       ?;    ?;    ?
2918;5;   4;       328; skew;   2;   2;      2;      4;   1;   1; 121;36.9;      99;    2;  imp;      81;    1;  imp;     123;    1;  imp;     121;    1;  imp;       ?;    ?;    ?
2919;2;   8;        26; skew;   2;   0;      1;      1;   0;   0;  20;76.9;      17;    0;  imp;      17;    0;  imp;      20;    0; pure;      20;    0;  imp;      20;    0;  imp
2923;5;   8;      2392; skew;   4;   3;      1;      1;   0;   0;1291;54.0;    1174;    0;  imp;    1018;    0;  imp;    1339;    0;  imp;    1287;    0;  imp;       ?;    ?;    ?
2924;4;   5;       625;plain;  11;   0;      4;      4;   1;   1; 256;41.0;     256;    1; pure;     200;    1;  imp;     256;    1; pure;     256;    1; pure;       ?;    ?;    ?
2926;3;   4;        36; skew;   3;   0;      2;      1;   1;   0;  16;44.4;      15;    0;  imp;      12;    0;  imp;      16;    0; pure;      17;    0;  imp;      17;    0;  imp
2929;5;   3;        36; skew;   1;   2;      3;      3;   2;   1;  13;36.1;       7;    4;  imp;      10;    1;  imp;      15;    1;  imp;      17;    1;  imp;      17;    1;  imp
2931;3;   4;        64;plain;  11;   0;      3;      3;   1;   1;  27;42.2;      27;    0; pure;      19;    0;  imp;      27;    1; pure;      27;    1; pure;       ?;    ?;    ?
2932;3;   6;        56; skew;   4;   4;      2;      2;   0;   0;  27;48.2;      24;    0;  imp;      33;    0;  imp;      38;    0;  imp;      38;    0;  imp;      38;    0;  imp
2934;2;   7;        49;plain;  11;   0;      2;      2;   0;   0;  36;73.5;      36;    0; pure;      31;    0;  imp;      36;    0; pure;      36;    0; pure;      36;    0; pure
2936;5;   5;       686; skew;   2;   1;      2;      4;   1;   1; 281;41.0;     197;    1;  imp;     188;    1;  imp;     286;    1;  imp;     281;    1;  imp;       ?;    ?;    ?
2938;4;   7;        58; skew;   1;   2;      3;      4;   0;   0;  38;65.5;      40;    0;  imp;      40;    0;  imp;      45;    0;  imp;      45;    0;  imp;      45;    0;  imp
2940;2;   5;        25;plain;  11;   0;      2;      2;   0;   0;  16;64.0;      16;    0; pure;      16;    0; pure;      16;    0; pure;      16;    0; pure;      16;    0; pure
2943;4;   8;      3060; skew;   7;   4;      2;      4;   0;   0;1839;60.1;    1555;    0;  imp;    1222;    0;  imp;    1839;    0; pure;    1423;    0;  imp;       ?;    ?;    ?
2945;4;   8;       608; skew;   2;   1;      4;      2;   0;   0; 392;64.5;     239;    0;  imp;     314;    0;  imp;     397;    0;  imp;     390;    0;  imp;       ?;    ?;    ?
2946;6;   5;        14; skew;   1;   4;      3;      2;   1;   1;   5;35.7;       8;    1;  imp;       8;    1;  imp;       8;    1;  imp;       8;    1;  imp;       8;    1;  imp
2947;3;   7;       343;plain;  11;   0;      3;      3;   0;   0; 216;63.0;     108;    1; pure;      88;    1;  imp;     216;    0; pure;     216;    0; pure;       ?;    ?;    ?
2949;6;   8;      5238; skew;   4;   4;      1;      2;   0;   0;2397;45.8;    2331;    0;  imp;    2280;    0;  imp;    2805;    0;  imp;    2776;    0;  imp;       ?;    ?;    ?
2950;2;   5;        12; skew;   4;   2;      2;      1;   0;   0;   8;66.7;       7;    0;  imp;       7;    0;  imp;       8;    0; pure;       8;    0;  imp;       8;    0;  imp
2952;5;   4;      1020; skew;   3;   0;      5;      4;   1;   1; 405;39.7;     239;    0;  imp;     184;    1;  imp;     405;    1; pure;     405;    1; pure;       ?;    ?;    ?
2953;3;   8;       512;plain;  11;   0;      3;      3;   0;   0; 343;67.0;     343;    0; pure;     311;    0;  imp;     343;    0; pure;     343;    0; pure;       ?;    ?;    ?
2957;5;   8;     19208; skew;   7;   0;      4;      1;   0;   0;9954;51.8;    6411;    1;  imp;    5359;    0;  imp;    9954;    0; pure;    7233;    1;  imp;       ?;    ?;    ?
2959;4;   7;       120; skew;   5;   6;      1;      1;   0;   0;  69;57.5;      48;    0;  imp;      77;    0;  imp;      85;    0;  imp;      91;    0;  imp;       ?;    ?;    ?
2960;4;   6;       610; skew;   4;   2;      2;      1;   0;   0; 280;45.9;     221;    1;  imp;     171;    1;  imp;     280;    0; pure;     241;    1;  imp;       ?;    ?;    ?
2964;6;   4;      4096;plain;  11;   0;      6;      6;   1;   1;1458;35.6;    1458;    1; pure;     879;    1;  imp;    1458;    1; pure;    1215;    2; pure;       ?;    ?;    ?
2965;4;   8;      1186; skew;   5;   3;      1;      4;   0;   0; 692;58.3;     496;    0;  imp;     478;    0;  imp;     692;    0; pure;     638;    0;  imp;       ?;    ?;    ?
2966;5;   5;        20; skew;   2;   0;      1;      5;   1;   0;   9;45.0;      16;    0;  imp;      16;    0;  imp;      16;    0;  imp;      16;    0;  imp;      16;    0;  imp
2974;3;   5;        96; skew;   4;   2;      2;      3;   0;   0;  53;55.2;      53;    0; pure;      45;    0;  imp;      53;    0; pure;      46;    0;  imp;       ?;    ?;    ?
2976;6;   3;        78; skew;   1;   2;      5;      2;   2;   1;  21;26.9;      18;    2;  imp;      18;    2;  imp;      23;    1;  imp;      24;    2;  imp;       ?;    ?;    ?
2979;3;   6;       110; skew;   4;   3;      3;      2;   0;   0;  66;60.0;      67;    0;  imp;      62;    0;  imp;      67;    0;  imp;      62;    0;  imp;       ?;    ?;    ?
2981;6;   5;      3192; skew;   3;   1;      3;      1;   1;   1;1158;36.3;    1043;    1;  imp;     854;    1;  imp;    1198;    1;  imp;    1112;    1;  imp;       ?;    ?;    ?
2983;5;   6;      3908; skew;   3;   1;      3;      5;   1;   1;1653;42.3;    1227;    0;  imp;     920;    1;  imp;    1653;    1; pure;    1619;    1;  imp;       ?;    ?;    ?
2984;5;   8;      2392; skew;   4;   3;      1;      2;   0;   0;1385;57.9;    1235;    0;  imp;    1114;    0;  imp;    1405;    0;  imp;    1360;    0;  imp;       ?;    ?;    ?
2986;4;   9;      6561;plain;  11;   0;      4;      4;   0;   0;4096;62.4;    4096;    0; pure;    2366;    0;  imp;    4096;    0; pure;    2048;    1; pure;       ?;    ?;    ?
2996;6;   3;       729;plain;  11;   0;      6;      6;   2;   2; 240;32.9;      64;    0; pure;      87;    1;  imp;     240;    2; pure;     240;    2; pure;       ?;    ?;    ?
2997;3;   7;        46; skew;   1;   0;      2;      3;   0;   0;  28;60.9;      27;    0;  imp;      20;    0;  imp;      29;    0;  imp;      29;    0;  imp;      29;    0;  imp
2998;5;   3;        76; skew;   1;   0;      3;      4;   2;   2;  26;34.2;      21;    1;  imp;      21;    1;  imp;      26;    2; pure;      25;    2;  imp;       ?;    ?;    ?
3001;5;   5;      3125;plain;  11;   0;      5;      5;   1;   1;1280;41.0;    1024;    0; pure;     709;    1;  imp;    1280;    1; pure;    1280;    1; pure;       ?;    ?;    ?
3003;4;   6;        46; skew;   1;   2;      4;      3;   0;   0;  28;60.9;      32;    0;  imp;      31;    0;  imp;      35;    0;  imp;      35;    0;  imp;      35;    0;  imp
3004;4;   3;        81;plain;  11;   0;      4;      4;   1;   1;  32;39.5;      32;    1; pure;      29;    1;  imp;      32;    1; pure;      32;    1; pure;       ?;    ?;    ?
3005;2;   5;        20; skew;   4;   1;      1;      1;   0;   0;  13;65.0;      13;    0; pure;       9;    0;  imp;      13;    0; pure;      13;    0; pure;      13;    0; pure
3006;3;   9;        34; skew;   6;   7;      3;      1;   0;   0;  14;41.2;      24;    0;  imp;      21;    1;  imp;      24;    0;  imp;      24;    0;  imp;      24;    0;  imp
3007;6;   6;       480; skew;   4;   4;      1;      4;   1;   1; 176;36.7;     367;    1;  imp;     367;    1;  imp;     365;    1;  imp;     379;    1;  imp;       ?;    ?;    ?
3009;3;   5;       125;plain;  11;   0;      3;      3;   0;   0;  64;51.2;      12;    2; pure;      10;    2;  imp;      64;    0; pure;      64;    0; pure;       ?;    ?;    ?
3012;2;   7;        37; skew;   3;   0;      2;      2;   0;   0;  27;73.0;      27;    0; pure;      22;    0;  imp;      27;    0; pure;      27;    0; pure;      27;    0; pure
3013;6;   4;      4092; skew;   3;   0;      6;      5;   1;   1;1456;35.6;     284;    3;  imp;     313;    3;  imp;    1456;    1; pure;    1215;    2; pure;       ?;    ?;    ?
3015;4;   4;       256;plain;  11;   0;      4;      4;   1;   1; 108;42.2;     108;    1; pure;      81;    1;  imp;     108;    1; pure;     108;    1; pure;       ?;    ?;    ?
3017;2;   4;        12; skew;   3;   1;      1;      2;   0;   0;   7;58.3;       6;    0;  imp;       6;    0;  imp;       7;    0; pure;       7;    0; pure;       7;    0; pure
3020;6;   7;       784; skew;   1;   2;      5;      3;   1;   0; 479;61.1;     544;    0;  imp;     512;    0;  imp;     538;    0;  imp;     549;    0;  imp;       ?;    ?;    ?
3021;4;   9;      1742; skew;   5;   3;      1;      4;   0;   0;1052;60.4;     759;    0;  imp;     712;    0;  imp;    1052;    0; pure;     940;    0;  imp;       ?;    ?;    ?
3023;3;   3;        27;plain;  11;   0;      3;      3;   1;   1;  12;44.4;       6;    2; pure;       6;    2; pure;      12;    1; pure;      12;    1; pure;      12;    1; pure
3024;3;   8;       512;plain;   7;   0;      3;      3;   0;   0; 343;67.0;     343;    0; pure;     234;    0;  imp;     343;    0; pure;     343;    0; pure;       ?;    ?;    ?
3026;2;   9;        81;plain;  11;   0;      2;      2;   0;   0;  64;79.0;      64;    0; pure;      45;    0;  imp;      64;    0; pure;      64;    0; pure;       ?;    ?;    ?
3027;5;   6;       720; skew;   5;   1;      1;      5;   1;   0; 309;42.9;     303;    0;  imp;     294;    0;  imp;     309;    0; pure;     309;    1;  imp;       ?;    ?;    ?
3028;5;   8;       284; skew;   1;   2;      3;      3;   0;   0; 125;44.0;     172;    0;  imp;     172;    0;  imp;     174;    0;  imp;     180;    0;  imp;       ?;    ?;    ?
3029;3;   5;        42; skew;   3;   3;      3;      2;   0;   0;  24;57.1;      12;    1;  imp;      14;    1;  imp;      26;    0;  imp;      26;    0;  imp;      26;    0;  imp
3033;5;   5;      3125;plain;  11;   0;      5;      5;   1;   1;1280;41.0;    1280;    1; pure;     925;    1;  imp;    1280;    1; pure;    1280;    1; pure;       ?;    ?;    ?
3035;4;   4;        12; skew;   2;   0;      1;      3;   1;   2;   4;33.3;      10;    2;  imp;      10;    2;  imp;      10;    2;  imp;      10;    2;  imp;      10;    2;  imp
3036;4;   8;        70; skew;   4;   7;      3;      3;   0;   0;  33;47.1;      42;    0;  imp;      46;    0;  imp;      46;    0;  imp;      47;    0;  imp;       ?;    ?;    ?
3038;3;   9;       462; skew;   8;   3;      1;      2;   0;   0; 324;70.1;      68;    1;  imp;     152;    0;  imp;     324;    0; pure;     324;    0; pure;       ?;    ?;    ?
3039;6;   4;      3060; skew;   3;   1;      3;      2;   1;   1;1077;35.2;     724;    1;  imp;     577;    1;  imp;    1077;    1; pure;     806;    2;  imp;       ?;    ?;    ?
3040;5;   5;      1161; skew;   2;   0;      5;      5;   1;   1; 453;39.0;     279;    2;  imp;     225;    1;  imp;     453;    1; pure;     455;    1;  imp;       ?;    ?;    ?
3041;3;   9;       240; skew;   8;   6;      2;      2;   0;   0; 162;67.5;     168;    0;  imp;     144;    0;  imp;     168;    0;  imp;     154;    0;  imp;       ?;    ?;    ?
3042;4;   6;      1296;plain;  11;   0;      4;      4;   0;   0; 625;48.2;     625;    0; pure;     381;    0;  imp;     625;    0; pure;     500;    1; pure;       ?;    ?;    ?
3044;2;   5;        12; skew;   4;   2;      2;      2;   0;   0;   8;66.7;       7;    0;  imp;       8;    0; pure;       8;    0; pure;       8;    0;  imp;       8;    0;  imp
3045;5;   9;     10180; skew;   8;   8;      4;      2;   0;   0;4877;47.9;    4375;    1;  imp;    3811;    0;  imp;    6640;    0;  imp;    4603;    1;  imp;       ?;    ?;    ?
3048;4;   5;       625;plain;  11;   0;      4;      4;   1;   1; 256;41.0;     256;    0; pure;     169;    0;  imp;     256;    1; pure;     256;    1; pure;       ?;    ?;    ?
3052;6;   5;      1188; skew;   3;   4;      2;      1;   1;   0; 420;35.4;     505;    0;  imp;     468;    0;  imp;     526;    0;  imp;     536;    0;  imp;       ?;    ?;    ?
3053;4;   9;       212; skew;   6;   8;      2;      4;   0;   0;  93;43.9;     112;    0;  imp;      97;    0;  imp;     112;    0;  imp;     142;    2;  imp;       ?;    ?;    ?
3054;5;   6;      1652; skew;   2;   1;      3;      5;   1;   0; 850;51.5;     850;    0;  imp;     715;    0;  imp;     850;    0; pure;     772;    0;  imp;       ?;    ?;    ?
3056;3;   7;        46; skew;   1;   1;      3;      2;   0;   0;  28;60.9;      27;    0;  imp;      22;    0;  imp;      29;    0;  imp;      29;    0;  imp;      29;    0;  imp
3057;6;   9;      6934; skew;   4;   8;      3;      3;   0;   0;2949;42.5;    2714;    1;  imp;    2533;    0;  imp;    4093;    0;  imp;    3355;    0;  imp;       ?;    ?;    ?
3058;2;   6;        12; skew;   5;   3;      2;      2;   0;   0;   8;66.7;       9;    0;  imp;       9;    0;  imp;       9;    0;  imp;       9;    0;  imp;       9;    0;  imp
3060;5;   7;        20; skew;   2;   6;      4;      1;   0;   0;   7;35.0;      15;    0;  imp;      15;    0;  imp;      16;    0;  imp;      16;    0;  imp;      16;    0;  imp
3061;2;   9;        42; skew;   3;   1;      2;      1;   0;   0;  32;76.2;      26;    0;  imp;      29;    0;  imp;      32;    0; pure;      32;    0; pure;      32;    0; pure
3062;4;   6;       342; skew;   2;   2;      3;      3;   0;   0; 173;50.6;     177;    0;  imp;     134;    0;  imp;     178;    0;  imp;     160;    0;  imp;       ?;    ?;    ?
3065;5;   9;       606; skew;   3;   6;      1;      4;   0;   0; 337;55.6;     370;    0;  imp;     334;    0;  imp;     389;    0;  imp;     398;    0;  imp;       ?;    ?;    ?
3067;3;   3;        24; skew;   2;   0;      2;      2;   1;   1;  11;45.8;       8;    1;  imp;       8;    1;  imp;      11;    1; pure;      11;    1; pure;      11;    1; pure
3071;6;   3;       112; skew;   1;   2;      6;      6;   2;   2;  34;30.4;      33;    2;  imp;      25;    2;  imp;      34;    2; pure;      39;    1;  imp;       ?;    ?;    ?
3073;5;   5;       960; skew;   2;   0;      3;      2;   1;   1; 364;37.9;     348;    0;  imp;     257;    0;  imp;     367;    1;  imp;     383;    1;  imp;       ?;    ?;    ?
3075;4;   4;       256;plain;  11;   0;      4;      4;   1;   1; 108;42.2;      54;    2; pure;      64;    1;  imp;     108;    1; pure;     108;    1; pure;       ?;    ?;    ?
3076;4;   8;        12; skew;   3;   7;      3;      3;   0;   0;   6;50.0;       9;    0;  imp;       9;    0;  imp;       9;    0;  imp;       9;    0;  imp;       9;    0;  imp
3083;2;   4;        16;plain;  11;   0;      2;      2;   0;   0;   9;56.3;       6;    1; pure;       6;    1; pure;       9;    0; pure;       9;    0; pure;       9;    0; pure
3084;2;   7;        42; skew;   6;   1;      1;      2;   0;   0;  31;73.8;      31;    0; pure;      23;    0;  imp;      31;    0; pure;      31;    0; pure;      31;    0; pure
3085;6;   4;      1816; skew;   2;   0;      3;      4;   1;   1; 631;34.7;     344;    1;  imp;     399;    1;  imp;     631;    1; pure;     542;    2;  imp;       ?;    ?;    ?
3088;5;   8;      4152; skew;   3;   4;      3;      4;   0;   0;1775;42.8;    1683;    1;  imp;    1481;    1;  imp;    1950;    0;  imp;    1777;    1;  imp;       ?;    ?;    ?
3093;4;   5;       625;plain;  11;   0;      4;      4;   1;   1; 256;41.0;     256;    0; pure;     179;    0;  imp;     256;    1; pure;     256;    1; pure;       ?;    ?;    ?
3095;3;   6;       120; skew;   5;   1;      1;      1;   0;   0;  71;59.2;      26;    1;  imp;      28;    0;  imp;      71;    0; pure;      71;    0; pure;       ?;    ?;    ?
3096;3;   8;       512;plain;  11;   0;      3;      3;   0;   0; 343;67.0;     147;    1; pure;      95;    1;  imp;     343;    0; pure;     343;    0; pure;       ?;    ?;    ?
3099;5;   6;       408; skew;   3;   5;      2;      3;   1;   1; 123;30.1;      59;    0;  imp;     121;    0;  imp;     168;    1;  imp;     188;    0;  imp;       ?;    ?;    ?
3101;3;   5;        66; skew;   3;   1;      2;      1;   0;   0;  36;54.5;      28;    1;  imp;      28;    1;  imp;      36;    0; pure;      35;    0;  imp;       ?;    ?;    ?
3102;4;   9;        82; skew;   1;   2;      2;      4;   0;   0;  49;59.8;      56;    0;  imp;      57;    0;  imp;      63;    0;  imp;      63;    0;  imp;       ?;    ?;    ?
3105;5;   9;      9572; skew;   4;   4;      2;      1;   0;   0;4804;50.2;    4427;    0;  imp;    3532;    0;  imp;    4826;    0;  imp;    4078;    1;  imp;       ?;    ?;    ?
3106;6;   6;      9482; skew;   5;   5;      5;      1;   1;   1;3630;38.3;    2725;    1;  imp;    2596;    1;  imp;    3763;    1;  imp;    3511;    1;  imp;       ?;    ?;    ?
3108;3;   5;       125;plain;  11;   0;      3;      3;   0;   0;  64;51.2;      48;    1; pure;      35;    1;  imp;      64;    0; pure;      64;    0; pure;       ?;    ?;    ?
3110;2;   6;        30; skew;   5;   1;      1;      1;   0;   0;  21;70.0;      18;    0;  imp;      16;    0;  imp;      21;    0; pure;      21;    0; pure;      21;    0; pure
3111;6;   3;       510; skew;   2;   1;      3;      5;   2;   2; 177;34.7;     126;    1;  imp;      84;    2;  imp;     177;    2; pure;     155;    2;  imp;       ?;    ?;    ?
3112;5;   5;       686; skew;   2;   2;      2;      2;   1;   1; 273;39.8;     229;    1;  imp;     200;    1;  imp;     273;    1; pure;     257;    1;  imp;       ?;    ?;    ?
3114;4;   6;       620; skew;   4;   0;      2;      1;   0;   0; 296;47.7;     212;    1;  imp;     195;    1;  imp;     296;    0; pure;     271;    0;  imp;       ?;    ?;    ?
3116;2;   5;        25;plain;   4;   0;      2;      2;   0;   0;  16;64.0;       8;    1; pure;       8;    1; pure;      16;    0; pure;      16;    0; pure;      16;    0; pure
3118;6;   6;       180; skew;   3;   4;      1;      4;   1;   0;  66;36.7;     147;    0;  imp;     144;    0;  imp;     145;    0;  imp;     148;    1;  imp;       ?;    ?;    ?
3120;4;   7;        74; skew;   4;   6;      2;      1;   0;   0;  40;54.1;      53;    0;  imp;      52;    0;  imp;      52;    0;  imp;      55;    0;  imp;       ?;    ?;    ?
3121;2;   4;        12; skew;   3;   1;      1;      2;   0;   0;   7;58.3;       7;    0; pure;       7;    0; pure;       7;    0; pure;       7;    0; pure;       7;    0; pure
3122;3;   6;       104; skew;   4;   1;      1;      1;   0;   0;  59;56.7;      55;    0;  imp;      54;    0;  imp;      59;    0; pure;      55;    0;  imp;       ?;    ?;    ?
3124;6;   7;      2076; skew;   4;   3;      1;      2;   1;   0; 939;45.2;    1091;    0;  imp;    1048;    0;  imp;    1127;    0;  imp;    1144;    0;  imp;       ?;    ?;    ?
3125;4;   4;       256;plain;  11;   0;      4;      4;   1;   1; 108;42.2;     108;    1; pure;      74;    1;  imp;     108;    1; pure;     108;    1; pure;       ?;    ?;    ?
3126;5;   6;      7776;plain;  11;   0;      5;      5;   1;   1;3125;40.2;    3125;    1; pure;    2113;    1;  imp;    3125;    1; pure;    3125;    1; pure;       ?;    ?;    ?
3127;3;   3;        14; skew;   1;   0;      2;      2;   1;   1;   5;35.7;       5;    2;  imp;       4;    2;  imp;       6;    1;  imp;       6;    1;  imp;       6;    1;  imp
3128;3;   7;       190; skew;   4;   1;      3;      1;   0;   0; 121;63.7;     110;    0;  imp;      98;    0;  imp;     121;    0; pure;     112;    0;  imp;       ?;    ?;    ?
3129;6;   9;     19798; skew;   5;   6;      1;      1;   0;   0;10299;52.0;    9100;    0;  imp;    8412;    0;  imp;   10491;    0;  imp;   10022;    0;  imp;       ?;    ?;    ?
3132;5;   7;     16807;plain;  11;   0;      5;      5;   0;   0;7776;46.3;    7776;    0; pure;    4248;    0;  imp;    7776;    0; pure;    6480;    1; pure;       ?;    ?;    ?
3133;2;   9;        81;plain;  11;   0;      2;      2;   0;   0;  64;79.0;      64;    0; pure;      57;    0;  imp;      64;    0; pure;      64;    0; pure;       ?;    ?;    ?
3137;4;   8;      4096;plain;  11;   0;      4;      4;   0;   0;2401;58.6;    2401;    0; pure;    1413;    0;  imp;    2401;    0; pure;    1372;    1; pure;       ?;    ?;    ?
3140;3;   4;        64;plain;  11;   0;      3;      3;   1;   1;  27;42.2;      27;    1; pure;      22;    1;  imp;      27;    1; pure;      27;    1; pure;       ?;    ?;    ?
3143;5;   7;      7072; skew;   5;   5;      4;      3;   0;   0;3172;44.9;    3141;    0;  imp;    2160;    0;  imp;    3496;    0;  imp;    2752;    1;  imp;       ?;    ?;    ?
3144;5;   4;       900; skew;   3;   2;      3;      5;   1;   1; 349;38.8;     204;    1;  imp;     185;    1;  imp;     349;    1; pure;     349;    1; pure;       ?;    ?;    ?
3145;3;   8;       432; skew;   6;   2;      2;      2;   0;   0; 289;66.9;     129;    1;  imp;     191;    0;  imp;     289;    0; pure;     280;    0;  imp;       ?;    ?;    ?
3149;5;   6;       314; skew;   1;   0;      5;      3;   1;   0; 129;41.1;     142;    0;  imp;     131;    0;  imp;     141;    0;  imp;     150;    0;  imp;       ?;    ?;    ?
3150;6;   3;       492; skew;   2;   0;      4;      2;   2;   2; 154;31.3;     105;    2;  imp;      82;    2;  imp;     154;    2; pure;     154;    2; pure;       ?;    ?;    ?
3151;4;   7;       518; skew;   4;   0;      1;      1;   0;   0; 293;56.6;     202;    0;  imp;     227;    0;  imp;     293;    0; pure;     283;    0;  imp;       ?;    ?;    ?
3155;6;   3;       729;plain;  11;   0;      6;      6;   2;   2; 240;32.9;     160;    3; pure;     117;    3;  imp;     240;    2; pure;     240;    2; pure;       ?;    ?;    ?
3156;6;   5;        64; skew;   1;   2;      5;      1;   1;   0;  33;51.6;      39;    0;  imp;      38;    0;  imp;      38;    0;  imp;      42;    0;  imp;       ?;    ?;    ?
3157;4;   9;       972; skew;   7;   7;      1;      4;   0;   0; 591;60.8;     535;    0;  imp;     552;    0;  imp;     673;    0;  imp;     684;    0;  imp;       ?;    ?;    ?
3158;5;   6;      7776;plain;  11;   0;      5;      5;   1;   1;3125;40.2;    3125;    1; pure;    1991;    1;  imp;    3125;    1; pure;    3125;    1; pure;       ?;    ?;    ?
3166;3;   5;       125;plain;  11;   0;      3;      3;   0;   0;  64;51.2;      48;    1; pure;      41;    1;  imp;      64;    0; pure;      48;    1; pure;       ?;    ?;    ?
3169;4;   6;      1296;plain;  11;   0;      4;      4;   0;   0; 625;48.2;     625;    0; pure;     371;    0;  imp;     625;    0; pure;     500;    1; pure;       ?;    ?;    ?
3170;5;   3;       243;plain;  11;   0;      5;      5;   2;   2;  80;32.9;      40;    3; pure;      31;    3;  imp;      80;    2; pure;      80;    2; pure;       ?;    ?;    ?
3171;3;   7;       343;plain;  11;   0;      3;      3;   0;   0; 216;63.0;     216;    0; pure;     166;    0;  imp;     216;    0; pure;     216;    0; pure;       ?;    ?;    ?
3173;6;   6;      7152; skew;   4;   5;      2;      2;   1;   1;2678;37.4;    2199;    1;  imp;    1936;    1;  imp;    2746;    1;  imp;    2470;    1;  imp;       ?;    ?;    ?
3175;5;   7;      5216; skew;   4;   1;      4;      1;   0;   0;2489;47.7;    2162;    1;  imp;    1716;    0;  imp;    2489;    0; pure;    2294;    1;  imp;       ?;    ?;    ?
3177;2;   6;        36;plain;  11;   0;      2;      2;   0;   0;  25;69.4;      25;    0; pure;      25;    0; pure;      25;    0; pure;      25;    0; pure;      25;    0; pure
3178;3;   3;        27;plain;  11;   0;      3;      3;   1;   1;  12;44.4;      12;    1; pure;       9;    1;  imp;      12;    1; pure;      12;    1; pure;      12;    1; pure
3181;4;   5;        34; skew;   1;   2;      4;      4;   1;   1;  13;38.2;      19;    1;  imp;      20;    1;  imp;      21;    1;  imp;      23;    0;  imp;      23;    0;  imp
3184;3;   4;        22; skew;   1;   1;      3;      3;   1;   0;  12;54.5;      10;    1;  imp;       9;    1;  imp;      12;    0; pure;      12;    0;  imp;      12;    0; pure
3188;6;   4;      4096;plain;  11;   0;      6;      6;   1;   1;1458;35.6;    1215;    2; pure;     731;    2;  imp;    1458;    1; pure;    1215;    2; pure;       ?;    ?;    ?
3189;3;   6;        76; skew;   3;   1;      1;      1;   0;   0;  45;59.2;      41;    0;  imp;      33;    0;  imp;      45;    0; pure;      44;    0;  imp;       ?;    ?;    ?
3190;4;   3;        22; skew;   1;   1;      2;      3;   1;   2;   8;36.4;       8;    2;  imp;      10;    2;  imp;      10;    2;  imp;      10;    1;  imp;      11;    2;  imp
3193;5;   6;        60; skew;   2;   5;      3;      3;   1;   0;  26;43.3;      33;    0;  imp;      25;    0;  imp;      36;    0;  imp;      34;    0;  imp;      36;    0;  imp
3195;4;   7;      2401;plain;  11;   0;      4;      4;   0;   0;1296;54.0;    1296;    0; pure;     776;    0;  imp;    1296;    0; pure;     864;    1; pure;       ?;    ?;    ?
3199;6;   7;      2732; skew;   3;   6;      6;      5;   1;   0;1227;44.9;    1141;    0;  imp;    1069;    0;  imp;    1444;    0;  imp;    1357;    0;  imp;       ?;    ?;    ?
3203;5;   5;       238; skew;   1;   1;      5;      3;   1;   0; 116;48.7;     104;    0;  imp;     101;    0;  imp;     116;    0; pure;     135;    0;  imp;       ?;    ?;    ?
3205;3;   4;        42; skew;   3;   2;      2;      2;   1;   0;  20;47.6;      20;    0; pure;      16;    0;  imp;      20;    0; pure;      20;    0;  imp;      20;    0; pure
3209;5;   4;       560; skew;   3;   3;      3;      3;   1;   1; 219;39.1;     179;    1;  imp;     159;    1;  imp;     220;    1;  imp;     196;    1;  imp;       ?;    ?;    ?
3210;6;   8;      5238; skew;   4;   0;      1;      5;   0;   0;2361;45.1;    2198;    0;  imp;    2369;    0;  imp;    2772;    0;  imp;    2764;    0;  imp;       ?;    ?;    ?
3212;4;   7;      2401;plain;  11;   0;      4;      4;   0;   0;1296;54.0;     864;    1; pure;     652;    1;  imp;    1296;    0; pure;     864;    1; pure;       ?;    ?;    ?
3214;2;   8;        40; skew;   6;   2;      2;      1;   0;   0;  31;77.5;      28;    0;  imp;      28;    0;  imp;      31;    0; pure;      31;    0; pure;      31;    0; pure
3215;6;   5;     15625;plain;  11;   0;      6;      6;   1;   1;6144;39.3;    6144;    1; pure;    3754;    1;  imp;    6144;    1; pure;    6144;    1; pure;       ?;    ?;    ?
3217;4;   7;      2401;plain;  11;   0;      4;      4;   0;   0;1296;54.0;    1296;    0; pure;     665;    0;  imp;    1296;    0; pure;     864;    1; pure;       ?;    ?;    ?
3221;6;   6;     17914; skew;   3;   3;      5;      4;   1;   1;6945;38.8;    2443;    2;  imp;    2867;    1;  imp;    6945;    1; pure;    6867;    1;  imp;       ?;    ?;    ?
3223;5;   6;      7770; skew;   5;   1;      4;      5;   1;   1;3124;40.2;    3109;    1;  imp;    2035;    1;  imp;    3124;    1; pure;    3124;    1; pure;       ?;    ?;    ?
